Empresa;Data;Close;Volume;Open;High;Low
Tesla;03/09/2022;$286,32 ;59183976;$279,83 ;$286,85 ;$277,34 
Tesla;03/08/2022;$274,80 ;80399108;$265,18 ;$283,33 ;$260,72 
Tesla;03/07/2022;$268,19 ;72494167;$285,43 ;$288,71 ;$268,19 
Tesla;03/04/2022;$279,43 ;67179877;$283,03 ;$285,22 ;$275,05 
Tesla;03/03/2022;$279,76 ;61623516;$292,92 ;$295,48 ;$277,53 
Tesla;03/02/2022;$293,30 ;74643457;$290,71 ;$295,49 ;$281,42 
Tesla;03/01/2022;$288,12 ;74766877;$289,89 ;$296,63 ;$284,59 
Tesla;02/28/2022;$290,14 ;99006880;$271,67 ;$292,29 ;$271,57 
Tesla;02/25/2022;$269,96 ;76067768;$269,74 ;$273,17 ;$260,80 
Tesla;02/24/2022;$266,92 ;135322304;$233,46 ;$267,49 ;$233,33 
Tesla;02/23/2022;$254,68 ;95257030;$276,81 ;$278,43 ;$253,52 
Oracle;02/23/2023;$88,58 ;8637135;$87,15 ;$89,48 ;$87,06 
Oracle;02/22/2023;$86,32 ;5840102;$86,68 ;$87,18 ;$85,98 
Oracle;02/21/2023;$86,20 ;5260328;$86,76 ;$86,94 ;$86,15 
Oracle;02/17/2023;$87,28 ;6398487;$87,20 ;$87,43 ;$86,51 
Oracle;02/16/2023;$87,72 ;5942533;$87,46 ;$88,27 ;$87,01 
Oracle;02/15/2023;$88,34 ;4330547;$88,85 ;$89,21 ;$88,03 
Oracle;02/14/2023;$89,09 ;7484776;$89 ;$89,41 ;$87,71 
Oracle;02/13/2023;$89,42 ;5560902;$87,28 ;$89,45 ;$87,20 
Oracle;02/10/2023;$87,14 ;5318403;$86,53 ;$87,38 ;$86,34 
Oracle;02/09/2023;$86,65 ;4960391;$87,14 ;$87,90 ;$86,33 
Oracle;02/08/2023;$86,69 ;7624398;$86,93 ;$87,92 ;$86,51 
Oracle;02/07/2023;$87,74 ;9226071;$87,87 ;$88,02 ;$86,30 
Oracle;02/06/2023;$88,53 ;4097311;$89,51 ;$89,61 ;$88,40 
Oracle;02/03/2023;$89,62 ;5671823;$88,47 ;$90,26 ;$88,27 
Oracle;02/02/2023;$89,38 ;8269151;$90,66 ;$91,22 ;$88,95 
Oracle;02/01/2023;$90,05 ;6141252;$88,37 ;$90,65 ;$88,21 
Oracle;01/31/2023;$88,46 ;6200413;$87,69 ;$88,48 ;$87,35 
Oracle;01/30/2023;$87,35 ;6255306;$88,47 ;$88,62 ;$86,99 
Oracle;01/27/2023;$88,99 ;5676836;$89,50 ;$89,72 ;$88,96 
Oracle;01/26/2023;$89,83 ;7302869;$89,89 ;$90,49 ;$89,09 
Oracle;01/25/2023;$89,64 ;5896812;$88,70 ;$89,86 ;$87,74 
Oracle;01/24/2023;$89,70 ;7004581;$89,05 ;$90,10 ;$88 
Oracle;01/23/2023;$88,97 ;7390256;$87,19 ;$89,13 ;$86,97 
Oracle;01/20/2023;$87,25 ;5567493;$86,03 ;$87,38 ;$85,50 
Oracle;01/19/2023;$85,94 ;5597039;$86,40 ;$86,99 ;$85,26 
Oracle;01/18/2023;$86,71 ;6397707;$88,60 ;$88,63 ;$86,60 
Oracle;01/17/2023;$88,60 ;6550412;$89,19 ;$89,44 ;$88,43 
Oracle;01/13/2023;$89,20 ;5090938;$87,95 ;$89,47 ;$87,66 
Oracle;01/12/2023;$88,78 ;6071099;$88,70 ;$89,20 ;$88,17 
Oracle;01/11/2023;$88,60 ;8359667;$87,37 ;$88,66 ;$87,09 
Oracle;01/10/2023;$86,50 ;5703270;$85,64 ;$86,61 ;$85,57 
Oracle;01/09/2023;$86,42 ;7519836;$86,84 ;$87,59 ;$86,16 
Oracle;01/06/2023;$85,66 ;8641597;$84,74 ;$86,34 ;$83,82 
Oracle;01/05/2023;$84,31 ;7643784;$85 ;$85,40 ;$83,22 
Oracle;01/04/2023;$84,48 ;7836238;$84,20 ;$85,17 ;$83,64 
Oracle;01/03/2023;$83,72 ;8997534;$82,47 ;$83,84 ;$82,26 
Oracle;12/30/2022;$81,74 ;5375702;$81,13 ;$81,93 ;$80,76 
Oracle;12/29/2022;$81,40 ;3867801;$80,97 ;$81,80 ;$80,70 
Oracle;12/28/2022;$80,33 ;3794094;$81,09 ;$81,64 ;$80,20 
Oracle;12/27/2022;$80,98 ;4290843;$80,88 ;$81,47 ;$80,61 
Oracle;12/23/2022;$80,85 ;4129226;$80,51 ;$80,90 ;$79,99 
Oracle;12/22/2022;$80,49 ;8182431;$80,94 ;$81,17 ;$79,43 
Oracle;12/21/2022;$81,50 ;5932395;$81,35 ;$82,14 ;$80,94 
Oracle;12/20/2022;$80,94 ;6390180;$80,50 ;$81,49 ;$80,35 
Oracle;12/19/2022;$80,50 ;7738813;$79,92 ;$81,10 ;$79,68 
Oracle;12/16/2022;$79,58 ;19200750;$79,96 ;$80,46 ;$79,48 
Oracle;12/15/2022;$80,07 ;8198939;$80,79 ;$81,03 ;$79,46 
Oracle;12/14/2022;$81,82 ;11183150;$80,81 ;$82,89 ;$80,57 
Oracle;12/13/2022;$80,56 ;22812160;$84,94 ;$85,58 ;$79,70 
Oracle;12/12/2022;$81,28 ;15807550;$80,31 ;$81,41 ;$79,94 
Oracle;12/09/2022;$79,86 ;6850806;$79,65 ;$80,36 ;$79,54 
Oracle;12/08/2022;$80,07 ;5918748;$79,13 ;$80,21 ;$78,53 
Oracle;12/07/2022;$78,78 ;5105512;$78,67 ;$79,45 ;$78,58 
Oracle;12/06/2022;$78,91 ;7656126;$79,35 ;$79,82 ;$78,06 
Oracle;12/05/2022;$79,43 ;9102943;$82,41 ;$82,42 ;$79,41 
Oracle;12/02/2022;$83,35 ;4798927;$83,20 ;$83,62 ;$82,58 
Oracle;12/01/2022;$84,11 ;6127308;$83,05 ;$84,53 ;$82,35 
Oracle;11/30/2022;$83,03 ;9610329;$80,47 ;$83,18 ;$80 
Oracle;11/29/2022;$80,85 ;4928270;$81,33 ;$81,50 ;$80,52 
Oracle;11/28/2022;$81,39 ;5113103;$82,11 ;$82,14 ;$81,07 
Oracle;11/25/2022;$82,72 ;2754876;$82,85 ;$83,49 ;$82,54 
Oracle;11/23/2022;$82,56 ;6347899;$82,12 ;$82,92 ;$81,78 
Oracle;11/22/2022;$82,12 ;8796154;$79,89 ;$82,21 ;$79,83 
Oracle;11/21/2022;$79,82 ;5235554;$79,57 ;$80,10 ;$78,90 
Oracle;11/18/2022;$79,73 ;6106989;$80 ;$80,46 ;$78,85 
Oracle;11/17/2022;$79,20 ;5717402;$79,17 ;$79,58 ;$78,19 
Oracle;11/16/2022;$79,89 ;6011890;$79,12 ;$80,23 ;$78,87 
Oracle;11/15/2022;$79,18 ;7618478;$78,93 ;$80,68 ;$78,01 
Oracle;11/14/2022;$78,53 ;7152952;$77,48 ;$79,54 ;$77,34 
Oracle;11/11/2022;$77,74 ;7712925;$77,13 ;$77,89 ;$76,57 
Oracle;11/10/2022;$77,17 ;10437310;$77,70 ;$78,47 ;$76,71 
Oracle;11/09/2022;$75,66 ;6013703;$75,38 ;$76,54 ;$75 
Oracle;11/08/2022;$75,64 ;9104244;$76,95 ;$77,14 ;$75,02 
Oracle;11/07/2022;$76,74 ;5394281;$76,11 ;$77,09 ;$75,49 
Oracle;11/04/2022;$76 ;7218982;$75,94 ;$76,67 ;$74,24 
Oracle;11/03/2022;$75,03 ;6761242;$74,72 ;$75,69 ;$74,05 
Oracle;11/02/2022;$75,12 ;7524547;$76,65 ;$77,43 ;$75,01 
Oracle;11/01/2022;$77,11 ;7752961;$78,60 ;$79,23 ;$76,34 
Oracle;10/31/2022;$78,07 ;12348960;$76,50 ;$78,33 ;$76,40 
Oracle;10/28/2022;$77,36 ;8758344;$75,30 ;$77,68 ;$75,30 
Oracle;10/27/2022;$75,15 ;7053018;$74,75 ;$75,88 ;$74,55 
Oracle;10/26/2022;$74,82 ;10693740;$72,61 ;$75,72 ;$72,55 
Oracle;10/25/2022;$73,14 ;9137741;$73,45 ;$74,11 ;$72,61 
Oracle;10/24/2022;$72,92 ;11489360;$72,93 ;$73,69 ;$71,78 
Oracle;10/21/2022;$72,70 ;15652600;$71,03 ;$72,79 ;$70,31 
Oracle;10/20/2022;$69,25 ;17600530;$67,53 ;$69,92 ;$67,19 
Oracle;10/19/2022;$66,30 ;5506033;$66,49 ;$67,19 ;$65,78 
Oracle;10/18/2022;$67,03 ;6688607;$68 ;$68,58 ;$66,33 
Oracle;10/17/2022;$67,02 ;11368320;$65,88 ;$67,57 ;$65,87 
Oracle;10/14/2022;$64,31 ;8045062;$65,72 ;$66,62 ;$64,21 
Oracle;10/13/2022;$65,20 ;10147220;$62,48 ;$65,71 ;$62,27 
Oracle;10/12/2022;$63,78 ;9008662;$62,62 ;$64,28 ;$62,17 
Oracle;10/11/2022;$62,41 ;7377104;$61,85 ;$63,10 ;$61,65 
Oracle;10/10/2022;$62,57 ;6407213;$63,61 ;$63,90 ;$62,02 
Oracle;10/07/2022;$63,29 ;7138048;$64,49 ;$64,62 ;$62,74 
Oracle;10/06/2022;$65,30 ;6991998;$66,33 ;$66,81 ;$65,23 
Oracle;10/05/2022;$66,64 ;9201607;$65,34 ;$67,19 ;$64,98 
Oracle;10/04/2022;$65,69 ;9892607;$63,80 ;$65,83 ;$63,80 
Oracle;10/03/2022;$63,08 ;9661405;$60,99 ;$63,24 ;$60,81 
Oracle;09/30/2022;$61,07 ;9794421;$61,26 ;$62,14 ;$61,06 
Oracle;09/29/2022;$61,40 ;8882075;$62,29 ;$62,60 ;$60,78 
Oracle;09/28/2022;$63,07 ;8549898;$62,62 ;$63,35 ;$62,25 
Oracle;09/27/2022;$62,42 ;9284984;$64,16 ;$64,40 ;$62,04 
Oracle;09/26/2022;$63,45 ;6897757;$64,33 ;$64,92 ;$63,39 
Oracle;09/23/2022;$64,55 ;9282634;$65,35 ;$65,44 ;$63,87 
Oracle;09/22/2022;$66,03 ;7190884;$66,85 ;$66,94 ;$65,84 
Oracle;09/21/2022;$66,75 ;6768203;$68,71 ;$68,88 ;$66,74 
Oracle;09/20/2022;$68,11 ;8624496;$68,27 ;$68,46 ;$67,45 
Oracle;09/19/2022;$69,07 ;8363973;$68,20 ;$69,13 ;$67,91 
Oracle;09/16/2022;$68,83 ;23411960;$69,58 ;$69,80 ;$68,25 
Oracle;09/15/2022;$70,24 ;12478140;$71,50 ;$72,09 ;$69,75 
Oracle;09/14/2022;$72,12 ;21601360;$75,79 ;$75,87 ;$71,77 
Oracle;09/13/2022;$76,04 ;29476530;$76,06 ;$79,41 ;$75,78 
Oracle;09/12/2022;$77,08 ;15628850;$76,63 ;$77,38 ;$76,27 
Oracle;09/09/2022;$75,91 ;7764742;$74,65 ;$76,01 ;$74,44 
Oracle;09/08/2022;$74,65 ;6897091;$74,03 ;$74,80 ;$73,61 
Oracle;09/07/2022;$74,49 ;5792572;$73,68 ;$74,67 ;$73,42 
Oracle;09/06/2022;$73,83 ;7090148;$74,70 ;$75,20 ;$73,55 
Oracle;09/02/2022;$74,68 ;11027700;$75,74 ;$76,77 ;$74,48 
Oracle;09/01/2022;$75,30 ;8139759;$74,12 ;$75,37 ;$73,53 
Oracle;08/31/2022;$74,15 ;8612925;$74,46 ;$75,15 ;$74,04 
Oracle;08/30/2022;$74,14 ;5099130;$74,42 ;$74,67 ;$73,46 
Oracle;08/29/2022;$74,19 ;4295701;$74,11 ;$74,86 ;$74,07 
Oracle;08/26/2022;$74,65 ;4904315;$76,98 ;$77,26 ;$74,57 
Oracle;08/25/2022;$76,89 ;3523549;$76,34 ;$76,91 ;$75,98 
Oracle;08/24/2022;$76,17 ;3876359;$76,47 ;$76,56 ;$76,05 
Oracle;08/23/2022;$76,41 ;4432266;$76,25 ;$77,01 ;$76,25 
Oracle;08/22/2022;$76,46 ;5757837;$77,93 ;$77,93 ;$76,17 
Oracle;08/19/2022;$78,66 ;4679022;$79,03 ;$79,13 ;$78,44 
Oracle;08/18/2022;$79,32 ;4120543;$79,28 ;$79,88 ;$79,01 
Oracle;08/17/2022;$79,25 ;5185253;$79 ;$79,77 ;$78,95 
Oracle;08/16/2022;$79,52 ;6185088;$78,90 ;$79,66 ;$78,85 
Oracle;08/15/2022;$79,11 ;3733644;$78,84 ;$79,42 ;$78,50 
Oracle;08/12/2022;$79,15 ;6692347;$78 ;$79,42 ;$77,66 
Oracle;08/11/2022;$77,16 ;5555003;$77,95 ;$78 ;$77,08 
Oracle;08/10/2022;$77,54 ;5258490;$77,59 ;$77,98 ;$77,20 
Oracle;08/09/2022;$76,77 ;4243763;$76,21 ;$76,91 ;$75,84 
Oracle;08/08/2022;$76,47 ;4733592;$76,92 ;$77,43 ;$76,27 
Oracle;08/05/2022;$77,35 ;4858132;$76,27 ;$77,40 ;$76 
Oracle;08/04/2022;$77,40 ;3656151;$77,45 ;$77,85 ;$77,11 
Oracle;08/03/2022;$77,37 ;6127778;$76,72 ;$77,76 ;$76,30 
Oracle;08/02/2022;$76,35 ;6403482;$76,99 ;$77,26 ;$76,06 
Oracle;08/01/2022;$77,44 ;5227535;$77,18 ;$77,81 ;$76,70 
Oracle;07/29/2022;$77,84 ;5926562;$77,01 ;$78,16 ;$77 
Oracle;07/28/2022;$77,04 ;5688062;$75,64 ;$77,28 ;$75,31 
Oracle;07/27/2022;$75,87 ;6677226;$74,38 ;$76,12 ;$74,32 
Oracle;07/26/2022;$74,03 ;7284442;$74,80 ;$75,30 ;$73,71 
Oracle;07/25/2022;$74,86 ;5721609;$75,10 ;$75,43 ;$74,34 
Oracle;07/22/2022;$74,90 ;6659961;$74,82 ;$75,29 ;$74,26 
Oracle;07/21/2022;$74,54 ;7005112;$72,15 ;$74,63 ;$72,13 
Oracle;07/20/2022;$72,59 ;5655726;$72,55 ;$73,10 ;$72,16 
Oracle;07/19/2022;$72,24 ;7160284;$70,64 ;$72,30 ;$70,26 
Oracle;07/18/2022;$70,21 ;4642410;$71,25 ;$71,71 ;$70,15 
Oracle;07/15/2022;$70,74 ;5134170;$70,26 ;$70,87 ;$70 
Oracle;07/14/2022;$69,45 ;4915580;$69,16 ;$69,59 ;$68,23 
Oracle;07/13/2022;$70,03 ;6454765;$69,05 ;$70,53 ;$68,68 
Oracle;07/12/2022;$70,41 ;7140901;$71,60 ;$71,94 ;$70,07 
Oracle;07/11/2022;$71,57 ;4554846;$71 ;$71,97 ;$70,90 
Oracle;07/08/2022;$71,87 ;4927307;$71,69 ;$72,24 ;$71,33 
Oracle;07/07/2022;$71,83 ;7814621;$71,83 ;$71,98 ;$71,18 
Oracle;07/06/2022;$71,66 ;6043679;$72,32 ;$72,74 ;$71,31 
Oracle;07/05/2022;$71,99 ;9043000;$70,38 ;$72 ;$70,18 
Oracle;07/01/2022;$70,87 ;7805555;$69,85 ;$70,98 ;$69,81 
Oracle;06/30/2022;$69,87 ;9888767;$68,21 ;$70,25 ;$68,21 
Oracle;06/29/2022;$69,21 ;8077928;$69,03 ;$70,09 ;$68,78 
Oracle;06/28/2022;$68,58 ;7253564;$70,57 ;$71,07 ;$68,53 
Oracle;06/27/2022;$70,41 ;8840843;$69,37 ;$70,85 ;$68,94 
Oracle;06/24/2022;$70,70 ;20132580;$68,33 ;$70,78 ;$67,97 
Oracle;06/23/2022;$67,63 ;8775794;$66,45 ;$67,87 ;$66,31 
Oracle;06/22/2022;$66,53 ;8222382;$66,93 ;$67,57 ;$66,38 
Oracle;06/21/2022;$67,68 ;10047750;$68,61 ;$69,53 ;$67,39 
Oracle;06/17/2022;$67,72 ;16445640;$68,75 ;$69,37 ;$67,39 
Oracle;06/16/2022;$68,71 ;10685990;$68,50 ;$68,96 ;$67,58 
Oracle;06/15/2022;$69,70 ;11765550;$70,45 ;$71,42 ;$68,67 
Oracle;06/14/2022;$70,72 ;29661300;$72 ;$72,43 ;$69,02 
Oracle;06/13/2022;$64,05 ;16547250;$65,78 ;$66,10 ;$63,76 
Oracle;06/10/2022;$67,14 ;10261570;$67,98 ;$68,22 ;$66,96 
Oracle;06/09/2022;$69,22 ;6828482;$70,77 ;$71,16 ;$69,20 
Oracle;06/08/2022;$71,38 ;5253466;$72,01 ;$72,15 ;$70,94 
Oracle;06/07/2022;$72,69 ;5675655;$71,59 ;$73,13 ;$71,59 
Oracle;06/06/2022;$72,97 ;5274706;$72,63 ;$74,84 ;$72,63 
Oracle;06/03/2022;$71,79 ;8169519;$72,56 ;$72,96 ;$71,23 
Oracle;06/02/2022;$73,14 ;6200443;$71,48 ;$73,19 ;$71,01 
Oracle;06/01/2022;$71,60 ;5804707;$73,02 ;$73,27 ;$71,15 
Oracle;05/31/2022;$71,92 ;16890350;$72,23 ;$72,98 ;$71,52 
Oracle;05/27/2022;$72,78 ;6566671;$72,36 ;$72,85 ;$71,55 
Oracle;05/26/2022;$71,66 ;6759102;$70,13 ;$72,12 ;$69,91 
Oracle;05/25/2022;$69,83 ;7103302;$68,88 ;$70,22 ;$68,77 
Oracle;05/24/2022;$69,03 ;6644122;$69,67 ;$70,53 ;$68,31 
Oracle;05/23/2022;$70,04 ;7370173;$69,31 ;$70,47 ;$68,67 
Oracle;05/20/2022;$68,63 ;7531062;$67,88 ;$68,69 ;$66,85 
Oracle;05/19/2022;$67,04 ;9451784;$67,48 ;$67,90 ;$66,72 
Oracle;05/18/2022;$68,30 ;7977287;$70,80 ;$70,94 ;$67,81 
Oracle;05/17/2022;$71,88 ;5952505;$71,05 ;$71,90 ;$70,70 
Oracle;05/16/2022;$69,71 ;6942287;$70,69 ;$70,91 ;$69,39 
Oracle;05/13/2022;$71,17 ;6700124;$70,96 ;$71,98 ;$70,53 
Oracle;05/12/2022;$70,73 ;11698890;$70,88 ;$70,93 ;$68,97 
Oracle;05/11/2022;$71,03 ;6932051;$72,31 ;$73,46 ;$70,87 
Oracle;05/10/2022;$72,53 ;8129032;$72,50 ;$73,62 ;$71,27 
Oracle;05/09/2022;$71,54 ;7019736;$71,64 ;$72,59 ;$71,17 
Oracle;05/06/2022;$72,49 ;6222457;$72,13 ;$72,94 ;$71,63 
Oracle;05/05/2022;$72,80 ;7197207;$74 ;$74,72 ;$71,99 
Oracle;05/04/2022;$75,21 ;6760142;$73,38 ;$75,35 ;$72,79 
Oracle;05/03/2022;$73,29 ;5211626;$73,85 ;$74,21 ;$72,81 
Oracle;05/02/2022;$74 ;7379947;$73,93 ;$74,60 ;$72,53 
Oracle;04/29/2022;$73,40 ;7946947;$75,34 ;$75,87 ;$73,15 
Oracle;04/28/2022;$76,14 ;6178748;$75,52 ;$76,63 ;$74,60 
Oracle;04/27/2022;$74,76 ;7279244;$74,58 ;$76,02 ;$74,42 
Oracle;04/26/2022;$74,51 ;7555238;$76,35 ;$76,65 ;$74,48 
Oracle;04/25/2022;$76,98 ;7305933;$76,20 ;$77,06 ;$74,70 
Oracle;04/22/2022;$76,21 ;9357054;$79,27 ;$79,70 ;$76,16 
Oracle;04/21/2022;$79,48 ;5616095;$81,49 ;$81,60 ;$79,33 
Oracle;04/20/2022;$80,29 ;9472638;$79,79 ;$81,86 ;$79,79 
Oracle;04/19/2022;$79,56 ;5412371;$78,25 ;$79,78 ;$78,24 
Oracle;04/18/2022;$78,22 ;4955883;$79,15 ;$79,98 ;$77,91 
Oracle;04/14/2022;$79,45 ;5590385;$79,83 ;$80,36 ;$79,32 
Oracle;04/13/2022;$79,75 ;4728639;$79,26 ;$79,96 ;$78,63 
Oracle;04/12/2022;$79,33 ;6174735;$79,95 ;$80,99 ;$79,02 
Oracle;04/11/2022;$79,76 ;5738411;$80,63 ;$81,13 ;$79,70 
Oracle;04/08/2022;$80,94 ;6182460;$81,71 ;$81,83 ;$80,26 
Oracle;04/07/2022;$81,54 ;7112164;$81,25 ;$82,01 ;$80,78 
Oracle;04/06/2022;$82,12 ;5492353;$81,92 ;$82,47 ;$81,37 
Oracle;04/05/2022;$82,94 ;5143421;$83,40 ;$84,52 ;$82,67 
Oracle;04/04/2022;$84,07 ;7884320;$82,25 ;$84,30 ;$82 
Oracle;04/01/2022;$82,01 ;6147478;$83,04 ;$83,36 ;$81,47 
Oracle;03/31/2022;$82,73 ;9433347;$83,11 ;$83,91 ;$82,59 
Oracle;03/30/2022;$83,36 ;5533157;$83,96 ;$84,36 ;$83,12 
Oracle;03/29/2022;$84,29 ;5762029;$84,49 ;$84,51 ;$83,11 
Oracle;03/28/2022;$83,60 ;6626753;$81,74 ;$83,71 ;$81,74 
Oracle;03/25/2022;$81,73 ;5685003;$82,04 ;$82,84 ;$81,23 
Oracle;03/24/2022;$82,24 ;7025694;$80,65 ;$82,82 ;$80,49 
Oracle;03/23/2022;$80,39 ;7451282;$81,25 ;$81,41 ;$80,22 
Oracle;03/22/2022;$81,80 ;9292304;$81,46 ;$82,23 ;$80,83 
Oracle;03/21/2022;$80,96 ;8131283;$81,28 ;$81,98 ;$80,27 
Oracle;03/18/2022;$81,68 ;24176040;$79,63 ;$81,99 ;$78,84 
Oracle;03/17/2022;$80,60 ;10462540;$79,78 ;$81,29 ;$79,26 
Oracle;03/16/2022;$79,96 ;14071330;$81 ;$81,23 ;$77,75 
Oracle;03/15/2022;$80,60 ;16847190;$78,05 ;$81,54 ;$77,07 
Oracle;03/14/2022;$77,07 ;13306300;$77,92 ;$78,60 ;$75,44 
Oracle;03/11/2022;$77,82 ;22795850;$76,70 ;$79,90 ;$74 
Oracle;03/10/2022;$76,65 ;13812600;$75,10 ;$76,85 ;$75,03 
Oracle;03/09/2022;$76,10 ;8959496;$74,92 ;$76,95 ;$74,69 
Oracle;03/08/2022;$73,33 ;9134057;$73,84 ;$75,23 ;$73,12 
Oracle;03/07/2022;$74,32 ;11110150;$76,29 ;$76,39 ;$73,45 
Oracle;03/04/2022;$76,49 ;8841964;$77,67 ;$77,91 ;$75,78 
Oracle;03/03/2022;$78,25 ;8203025;$78,96 ;$79,04 ;$77,43 
Oracle;03/02/2022;$78,28 ;8527165;$76,45 ;$78,86 ;$76,25 
Oracle;03/01/2022;$76,01 ;8752131;$75,98 ;$76,50 ;$75,62 
Oracle;02/28/2022;$75,97 ;9234369;$75,57 ;$76,70 ;$75,02 
Oracle;02/25/2022;$76,35 ;8291803;$74,65 ;$76,84 ;$74,32 
Oracle;02/24/2022;$74,81 ;11240470;$70,94 ;$74,95 ;$70,23 
Oracle;02/23/2022;$72,47 ;6807081;$74,07 ;$74,38 ;$72,35 
Walmart;02/23/2023;$142,09 ;7340419;$144,37 ;$144,37 ;$140,71 
Walmart;02/22/2023;$144,24 ;9947985;$146,77 ;$147,57 ;$142,76 
Walmart;02/21/2023;$147,33 ;18131280;$142,88 ;$148,34 ;$142,15 
Walmart;02/17/2023;$146,44 ;8256940;$145,11 ;$146,69 ;$144,57 
Walmart;02/16/2023;$144,27 ;5437386;$145,48 ;$145,99 ;$144,18 
Walmart;02/15/2023;$146,57 ;4892684;$144,96 ;$146,60 ;$144,56 
Walmart;02/14/2023;$145,49 ;4610630;$145,73 ;$147,13 ;$144,56 
Walmart;02/13/2023;$145,91 ;5338635;$144,71 ;$146,12 ;$144,51 
Walmart;02/10/2023;$143,72 ;5000947;$143,09 ;$143,94 ;$142,17 
Walmart;02/09/2023;$141,52 ;4354979;$140,87 ;$141,94 ;$140,57 
Walmart;02/08/2023;$140,22 ;3897058;$140,33 ;$141,10 ;$139,99 
Walmart;02/07/2023;$140,98 ;5447116;$139,77 ;$141,30 ;$138,69 
Walmart;02/06/2023;$140,68 ;5817971;$141,82 ;$142,10 ;$140,03 
Walmart;02/03/2023;$141,71 ;5718501;$143,36 ;$143,96 ;$140,86 
Walmart;02/02/2023;$143,62 ;5935591;$144,41 ;$144,86 ;$142,94 
Walmart;02/01/2023;$144,67 ;4283059;$143,66 ;$145,61 ;$142,70 
Walmart;01/31/2023;$143,87 ;4701157;$142,32 ;$143,88 ;$141,66 
Walmart;01/30/2023;$142,15 ;5299156;$142,12 ;$142,45 ;$141,27 
Walmart;01/27/2023;$143,30 ;6137582;$142,60 ;$144,47 ;$141,75 
Walmart;01/26/2023;$142,21 ;5273032;$143,03 ;$143,75 ;$141,76 
Walmart;01/25/2023;$142,34 ;4163912;$142,24 ;$142,84 ;$140,39 
Walmart;01/24/2023;$143,02 ;4556450;$146,55 ;$159,88 ;$141 
Walmart;01/23/2023;$142,64 ;4383271;$140,46 ;$143,01 ;$140,20 
Walmart;01/20/2023;$140,54 ;9847661;$139,40 ;$140,78 ;$138,17 
Walmart;01/19/2023;$138,83 ;5780700;$141,39 ;$141,53 ;$138,79 
Walmart;01/18/2023;$140,84 ;7558141;$144,20 ;$144,25 ;$140,48 
Walmart;01/17/2023;$144,41 ;5040811;$145,29 ;$145,71 ;$144,20 
Walmart;01/13/2023;$145,29 ;4566729;$145,53 ;$145,82 ;$143,86 
Walmart;01/12/2023;$144,81 ;4157593;$146,41 ;$146,42 ;$144,39 
Walmart;01/11/2023;$146,13 ;4944866;$145,74 ;$146,18 ;$144,73 
Walmart;01/10/2023;$144,86 ;3990219;$144,94 ;$145,45 ;$143,73 
Walmart;01/09/2023;$144,95 ;5918873;$146,32 ;$147,86 ;$144,80 
Walmart;01/06/2023;$146,78 ;7077269;$144,60 ;$147,55 ;$144,24 
Walmart;01/05/2023;$143,27 ;4424807;$143,46 ;$144,13 ;$142,65 
Walmart;01/04/2023;$143,76 ;4446303;$143,42 ;$144,05 ;$142,07 
Walmart;01/03/2023;$143,60 ;5749895;$142,55 ;$143,71 ;$142,09 
Walmart;12/30/2022;$141,79 ;3835316;$141,56 ;$141,99 ;$140,81 
Walmart;12/29/2022;$142,15 ;3057412;$142,14 ;$143,02 ;$141,75 
Walmart;12/28/2022;$141,29 ;5082062;$143,47 ;$143,67 ;$140,91 
Walmart;12/27/2022;$143,81 ;3348406;$144,04 ;$144,45 ;$143,19 
Walmart;12/23/2022;$143,77 ;3182568;$143,05 ;$143,80 ;$142,28 
Walmart;12/22/2022;$143,48 ;4362066;$144,77 ;$144,98 ;$141,93 
Walmart;12/21/2022;$145,18 ;4575507;$144,32 ;$145,94 ;$144,26 
Walmart;12/20/2022;$144,05 ;5669767;$142,92 ;$144,64 ;$142,25 
Walmart;12/19/2022;$142,80 ;5022485;$143,01 ;$143,56 ;$141,73 
Walmart;12/16/2022;$142,75 ;13447740;$144,48 ;$144,72 ;$142,57 
Walmart;12/15/2022;$145,36 ;5839323;$145,58 ;$146,42 ;$143,63 
Walmart;12/14/2022;$146,67 ;6778208;$147,09 ;$148,53 ;$145,96 
Walmart;12/13/2022;$147,49 ;7802889;$150 ;$150,20 ;$146,74 
Walmart;12/12/2022;$148,02 ;6477443;$145,90 ;$148,10 ;$145,56 
Walmart;12/09/2022;$145,31 ;9309818;$147,47 ;$147,72 ;$145,22 
Walmart;12/08/2022;$148,78 ;4504214;$149,16 ;$149,28 ;$148,14 
Walmart;12/07/2022;$149,11 ;5850070;$150,50 ;$151,21 ;$148,82 
Walmart;12/06/2022;$149,89 ;6875202;$151,20 ;$151,91 ;$149,21 
Walmart;12/05/2022;$151,65 ;7869424;$152,75 ;$153 ;$150,51 
Walmart;12/02/2022;$153,22 ;6911044;$151,48 ;$153,24 ;$151,48 
Walmart;12/01/2022;$153,37 ;7577389;$152,05 ;$153,61 ;$150,73 
Walmart;11/30/2022;$152,42 ;10445990;$152,61 ;$152,77 ;$151,20 
Walmart;11/29/2022;$152,97 ;4614051;$153,03 ;$153,71 ;$152,55 
Walmart;11/28/2022;$153,51 ;5893321;$152,72 ;$154,64 ;$152,72 
Walmart;11/25/2022;$153,07 ;2925807;$152,12 ;$153,09 ;$151,86 
Walmart;11/23/2022;$152,42 ;5640225;$152,08 ;$153,37 ;$151,88 
Walmart;11/22/2022;$151,69 ;5632847;$152 ;$152,45 ;$151,12 
